account_name,month,tons,net_sales,avg6m_tons,avg6m_sales,gap_days,median_gap,alert_tier,growth_tier,tier_label,buyer_type
RADFORD MFG CO INC,2025-01-01,0.0,382.0,0.35,2408.5,366.0,183.0,Black,,Black,sporadic
MEDIA VALVE COMPANY INC,2024-09-01,0.0,379.0,0.1,785.0,336.0,168.0,Black,,Black,sporadic
KWS MANUFACTURING COMPANY LTD,2024-12-01,0.0,375.0,6.933333333333334,23240.0,30.0,31.0,Black,,Black,regular
E H MIMS CO INC DBA MIMS STEEL,2023-09-01,0.0,373.0,0.1,549.0,92.0,61.5,Black,,Black,sporadic
THE JACK OLSTA CO DBA PNEUTECH,2025-04-01,0.0,369.0,0.21666666666666665,1658.3333333333333,121.0,62.0,Black,,Black,sporadic
HARTMANNS INCORPORATED,2024-03-01,0.0,365.0,0.68,4077.2,29.0,30.5,Black,,Black,regular
NORTH TEXAS PRECISION MACHININ,2025-04-01,0.0,363.0,0.25,1171.5,31.0,30.0,Black,,Black,regular
HEIL TRAILER INTL DBA KALYN SI,2025-05-01,0.0,360.0,0.43333333333333335,5439.666666666667,30.0,31.0,Black,,Black,regular
POSEIDON PRODUCTIONS DBA,2024-06-01,0.0,357.0,1.15,3961.5,31.0,31.0,Black,,Black,regular
GA-JO INC DBA DELTA PRECISION,2023-12-01,0.0,353.0,0.05,416.5,30.0,91.5,Black,,Black,sporadic
ALL-PRO THREADED PRODUCTS,2024-10-01,0.0,346.0,0.9833333333333334,2977.0,30.0,61.0,Black,,Black,sporadic
KOERBER SUPPLY CHAIN LLC DBA SIEMENS PARCEL LOGISTICS L,2024-10-01,0.0,341.0,3.633333333333334,6661.833333333333,30.0,31.0,Black,,Black,regular
C & L MACHINE WORKS,2024-02-01,0.0,340.0,0.45,853.5,31.0,31.0,Black,,Black,regular
TYMCO INC,2023-07-01,0.0,340.0,0.25,1279.0,30.0,31.0,Black,,Black,regular
JAMES MFG,2023-11-01,0.0,333.0,0.43333333333333335,1514.0,92.0,46.0,Black,,Black,sporadic
VIRON INTERNATIONAL CORPORATIO,2023-08-01,0.0,333.0,0.3333333333333333,3650.6666666666665,31.0,31.0,Black,,Black,regular
HRS FASTENER INC,2023-10-01,0.0,332.0,0.43333333333333335,1214.3333333333333,61.0,61.0,Black,,Black,sporadic
WASSERSTROM MARKETING CORP,2023-07-01,0.0,327.0,0.44999999999999996,1741.5,30.0,15.0,Black,,Black,regular
ALL-PRO THREADED PRODUCTS,2024-09-01,0.0,326.0,1.1333333333333333,3754.1666666666665,62.0,61.0,Black,,Black,sporadic
KASPAR MACHINE DBA KOR MACHINE,2024-08-01,0.0,323.0,3.4749999999999996,21199.75,61.0,92.0,Black,,Black,sporadic
NBG TECHNOLOGIES INC,2024-10-01,0.0,320.0,2.2666666666666666,2660.0,30.0,31.0,Black,,Black,regular
AIR & HYDRAULIC EQUIPMENT,2023-11-01,0.0,317.0,0.15,1096.5,153.0,61.0,Black,,Black,sporadic
M.N.GUMBERT CRP DBA S.O.T.ABRA,2024-03-01,0.0,316.0,0.05,392.5,182.0,106.0,Black,,Black,sporadic
RAYMOND'S WELDING & MACHINE SH,2024-12-01,0.0,312.0,1.325,3692.25,91.0,31.0,Black,,Black,regular
RENDON MANUFACTURING CO,2024-06-01,0.0,312.0,1.1500000000000001,4234.5,31.0,31.0,Black,,Black,regular
STEEL & ALLOY SPECIALTIES INC,2024-02-01,0.0,311.0,0.25999999999999995,1014.4,31.0,31.0,Black,,Black,regular
GENERAL AVIATION INDUSTRIES IN,2025-04-01,0.0,309.0,1.3166666666666667,3811.3333333333335,31.0,31.0,Black,,Black,regular
C.Y. MACHINE,2024-11-01,0.0,308.0,0.06666666666666667,362.6666666666667,427.0,30.5,Black,,Black,regular
ANTENNA PRODUCTS CORP,2025-04-01,0.0,306.0,0.75,5887.5,31.0,31.0,Black,,Black,regular
TYMCO INC,2024-02-01,0.0,306.0,0.6000000000000001,3494.3333333333335,31.0,31.0,Black,,Black,regular
PEERLESS MFG CO,2025-05-01,0.0,300.0,2.35,7184.333333333333,61.0,45.5,Black,,Black,sporadic
THE JACK OLSTA CO DBA PNEUTECH,2024-02-01,0.0,300.0,0.225,1637.5,62.0,62.0,Black,,Black,sporadic
MARATHONNORCO AEROSPACE INC,2023-12-01,0.0,299.0,0.82,3902.4,61.0,31.0,Black,,Black,regular
FRONTIER BOLT CO OF TX INC,2024-07-01,0.0,297.0,1.6666666666666667,3722.3333333333335,30.0,45.5,Black,,Black,sporadic
TDH MANUFACTURING LLC,2024-06-01,0.0,290.0,1.3399999999999999,3652.0,244.0,46.0,Black,,Black,sporadic
SMART LASER & MFG LLC,2024-01-01,0.0,287.0,1.4333333333333333,2083.6666666666665,92.0,31.0,Black,,Black,regular
WEST TEXAS STEEL & SUPPLY CO,2024-06-01,0.0,287.0,2.15,8292.0,31.0,31.0,Black,,Black,regular
VIRA INSIGHT LLC,2025-01-01,0.0,286.0,0.3666666666666667,1572.0,31.0,31.0,Black,,Black,regular
VENTA TEK CORP dba TEXAS VENTILATION,2025-03-01,0.0,284.0,0.05,524.5,59.0,29.5,Black,,Black,regular
ALEXANDER'S MACHINE LLC,2024-04-01,0.0,283.0,0.18,889.8,60.0,45.5,Black,,Black,sporadic
"KEYSTONE AV, LLC",2025-02-01,0.0,283.0,1.04,1132.0,31.0,30.5,Black,,Black,regular
MULTIPLE SYSTEMS INC,2023-10-01,0.0,282.0,0.525,2061.0,30.0,61.0,Black,,Black,sporadic
APPLIED SYSTEMS ENGINEERING IN,2024-06-01,0.0,274.0,0.08333333333333333,1009.8333333333334,31.0,31.0,Black,,Black,regular
UNIQUE MACHINE CO,2023-11-01,0.0,258.0,0.3333333333333333,2099.0,31.0,31.0,Black,,Black,regular
VIRA INSIGHT LLC,2025-02-01,0.0,258.0,0.3166666666666667,1364.8333333333333,31.0,31.0,Black,,Black,regular
HUMANETICS INC,2024-12-01,0.0,250.0,2.45,9742.333333333334,30.0,31.0,Black,,Black,regular
MCGILL AIRFLOW/UNITED SHEETMET,2024-08-01,0.0,250.0,0.76,1723.4,92.0,61.5,Black,,Black,sporadic
CIRCLE J FABRICATION INC,2025-01-01,0.0,249.0,4.250000000000001,13563.333333333334,31.0,31.0,Black,,Black,regular
HUMANETICS INC,2024-10-01,0.0,247.0,5.566666666666666,16073.5,61.0,31.0,Black,,Black,regular
NORTH TEXAS FAB LLC,2024-03-01,0.0,247.0,0.6,3238.6666666666665,29.0,31.0,Black,,Black,regular
MEYER ENTERPRISES,2025-03-01,0.0,246.0,1.3499999999999999,3909.3333333333335,28.0,31.0,Black,,Black,regular
SMITH TOOL & MFG,2025-05-01,0.0,232.0,0.05,480.0,61.0,30.5,Black,,Black,regular
APPLIED SYSTEMS ENGINEERING IN,2024-01-01,0.0,231.0,0.03333333333333333,833.3333333333334,31.0,31.0,Black,,Black,regular
"MURRAY KUSTOM RODS, LLC",2025-02-01,0.0,226.0,1.9000000000000001,3293.8333333333335,31.0,31.0,Black,,Black,regular
KAIBAS MACHINE & TOOL,2024-09-01,0.0,223.0,0.8166666666666668,2547.8333333333335,31.0,31.0,Black,,Black,regular
"KGP GROUP, INC dba SpeQtrum Aerospace",2024-10-01,0.0,222.0,0.5,2250.0,61.0,61.0,Black,,Black,sporadic
"KGP GROUP, INC dba SpeQtrum Aerospace",2025-04-01,0.0,222.0,0.225,1282.5,121.0,61.0,Black,,Black,sporadic
THOMPSON PIPE GROUP - PRESSURE,2024-06-01,0.0,221.0,0.8666666666666667,6954.666666666667,31.0,31.0,Black,,Black,regular
CASH SALES - DALLAS,2024-12-01,0.0,220.0,0.13333333333333333,765.0,153.0,61.0,Black,,Black,sporadic
MS LEWISVILLE LLC,2024-12-01,0.0,187.0,0.35,2538.25,30.0,61.0,Black,,Black,sporadic
M & F GAUGE & SPECIALTY CO INC,2025-06-01,0.0,186.0,0.5166666666666667,2456.0,31.0,31.0,Black,,Black,regular
FRONTLINE ADVANCE LLC DBA,2024-12-01,0.0,185.0,0.2,923.5,30.0,30.0,Black,,Black,regular
T & S MACHINES & TOOLS,2024-02-01,0.0,172.0,0.16666666666666666,691.6666666666666,31.0,31.0,Black,,Black,regular
AMERICAN MTL SPLY DBA AMERICAN,2024-09-01,0.0,159.0,4.566666666666666,10096.833333333334,31.0,31.0,Black,,Black,regular
"BCS SWITCHGEAR, INC.",2024-09-01,0.0,132.0,4.533333333333333,5210.666666666667,31.0,31.0,Black,,Black,regular
BYFORD MACHINE & TOOL INC,2024-09-01,0.0,86.0,10.15,11113.666666666666,31.0,31.0,Black,,Black,regular
MICRON APPLIED TECHNOLOGIES IN,2025-06-01,0.0,53.0,0.13333333333333333,935.3333333333334,31.0,30.0,Black,,Black,regular
"O2 COOL MANUFACTURING, LLC",2024-06-01,0.0,48.0,3.25,7303.75,31.0,31.0,Black,,Black,regular
WAM INC - TEXAS DIVISION,2023-12-01,0.0,45.0,2.8666666666666667,13318.166666666666,30.0,31.0,Black,,Black,regular
PETOL GEARENCH,2025-03-01,0.0,42.0,1.2333333333333332,6269.5,28.0,31.0,Black,,Black,regular
DEAKIN ELECTRIC/DBA MILLTECH A,2024-04-01,0.0,23.0,1.75,12850.0,31.0,15.5,Black,,Black,regular
S & T STEEL MICHAEL A SCHULTE & STANLEY A,2025-06-01,0.0,22.0,0.05,492.0,61.0,45.5,Black,,Black,sporadic
T TOP MFG,2024-10-01,0.0,0.0,6.933333333333334,28849.5,30.0,31.0,Black,,Black,regular
MIDWEST MACHINE LLC,2025-02-01,-0.1,1760.0,0.8833333333333333,6564.0,62.0,62.0,Black,,Black,sporadic
PERFORMANCE PULSATION CONTROL,2025-06-01,-0.1,1024.0,2.033333333333333,7575.666666666667,31.0,31.0,Black,,Black,regular
Dalco Precision,2025-01-01,-0.1,594.0,0.08333333333333333,708.8333333333334,31.0,30.5,Black,,Black,regular
DAVIS SIGNS & NEON,2025-01-01,-0.1,551.0,0.35000000000000003,2591.5,31.0,15.5,Black,,Black,regular
FINE-LINE PRODUCTION,2024-02-01,-0.1,489.0,1.0,3181.6666666666665,31.0,31.0,Black,,Black,regular
"KGP GROUP, INC dba SpeQtrum Aerospace",2024-12-01,-0.1,408.0,0.3,1636.0,61.0,61.0,Black,,Black,sporadic
A ZAHNER COMPANY,2024-11-01,-0.1,138.0,1.3,2062.0,31.0,31.0,Black,,Black,regular
MEDIC BUILT LLC,2024-09-01,-0.10000000000000003,2941.0,0.6166666666666667,4153.666666666667,31.0,31.0,Black,,Black,regular
FINE LINE METAL FABRICATORS,2023-09-01,-0.19999999999999996,8043.0,0.9750000000000001,6327.0,31.0,31.0,Black,,Black,regular
WEST TEXAS STEEL & SUPPLY CO,2024-02-01,-0.2,3661.0,3.7,12780.8,31.0,31.0,Black,,Black,regular
TRANSLAND LLC,2023-09-01,-0.2,2739.0,0.5000000000000001,10005.333333333334,31.0,31.0,Black,,Black,regular
CLARK LOUVER COMPANY INC,2024-03-01,-0.2,684.0,0.5333333333333333,2555.6666666666665,29.0,31.0,Black,,Black,regular
BRAZOS TRAILER MANUFACTURING,2024-01-01,-0.2,481.0,2.575,6953.5,31.0,31.0,Black,,Black,regular
SILVER STAR SUPPLY,2024-06-01,-0.3,1394.0,0.43333333333333335,2780.5,61.0,46.0,Black,,Black,sporadic
ED W SMITH MACHINE WORKS INC,2024-09-01,-0.3,1034.0,2.6499999999999995,13870.666666666666,31.0,31.0,Black,,Black,regular
FINE-LINE PRODUCTION,2024-01-01,-0.30000000000000004,4584.0,1.4500000000000002,3565.0,31.0,31.0,Black,,Black,regular
HEIL TRAILER INTL DBA KALYN SI,2025-03-01,-0.4,2525.0,0.4833333333333334,6409.5,28.0,31.0,Black,,Black,regular
CELLTECH METALS INC.,2024-12-01,-0.4,2456.0,0.8166666666666665,6170.0,61.0,61.0,Black,,Black,sporadic
PETOL GEARENCH,2023-12-01,-0.4,1112.0,3.25,14710.0,30.0,31.0,Black,,Black,regular
PAL-CON LLC,2023-07-01,-0.5,4473.0,2.75,22351.0,30.0,31.0,Black,,Black,regular
VICARS MACHINE & MFG,2024-08-01,-0.5,3186.0,0.3833333333333333,2882.3333333333335,31.0,45.5,Black,,Black,sporadic
MAKOVY'S SHEET METAL LLC,2024-03-01,-0.5,2263.0,0.3,1902.0,213.0,122.0,Black,,Black,sporadic
OMI CRANES,2025-01-01,-0.5,1922.0,1.4666666666666668,5159.666666666667,31.0,31.0,Black,,Black,regular
EKLUND'S INC,2024-10-01,-0.5,1428.0,1.3499999999999999,4560.5,30.0,31.0,Black,,Black,regular
PADGETT MACHINE TOOLS,2024-09-01,-0.6,1497.0,1.78,6308.4,213.0,76.0,Black,,Black,sporadic
COMPUTERIZED CUTTERS INC,2025-03-01,-0.6000000000000001,2286.0,0.6500000000000001,2017.3333333333333,28.0,31.0,Black,,Black,regular
AFFILIATED ENERGY PRODUCTS INC,2024-06-01,-0.7,2029.0,2.0333333333333337,10631.0,31.0,31.0,Black,,Black,regular
CLASSIC STAINLESS,2024-07-01,-0.8,4581.0,3.533333333333333,14303.166666666666,30.0,31.0,Black,,Black,regular
WATERLOO PANELING LLC,2024-12-01,-0.8999999999999999,20289.0,3.2833333333333337,17111.5,30.0,31.0,Black,,Black,regular
EKJ ENT DBA COL MET SPRAY BOOT,2023-07-01,-0.9,3425.0,0.49999999999999994,5480.0,30.0,31.0,Black,,Black,regular
"SIKA INDUSTRIAL SALES, LLC",2024-03-01,-1.0999999999999999,7707.0,0.06666666666666672,5125.333333333333,29.0,61.0,Black,,Black,sporadic
MAXIMUM INDUSTRIES INC,2024-08-01,-1.1,7461.0,4.783333333333333,11049.833333333334,31.0,31.0,Black,,Black,regular
QUICK-WAY MANUFACTURING INC,2024-04-01,-1.1,5743.0,14.583333333333334,25785.666666666668,31.0,31.0,Black,,Black,regular
CLASSIC STAINLESS,2024-09-01,-1.2,3687.0,3.333333333333334,13066.166666666666,62.0,31.0,Black,,Black,regular
AUZMET ARCHITECTURAL,2024-08-01,-1.2,1774.0,8.85,15170.333333333334,61.0,31.0,Black,,Black,regular
SPECIAL PRODUCTS & MFG INC,2024-05-01,-1.3,9339.0,17.8,39359.0,30.0,31.0,Black,,Black,regular
ALECOM METAL WORKS INC,2024-01-01,-1.5,4103.0,8.533333333333333,17457.0,31.0,31.0,Black,,Black,regular
HUMANETICS INC,2025-03-01,-1.9,1821.0,0.9833333333333334,3470.8333333333335,28.0,31.0,Black,,Black,regular
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,2024-10-01,-2.2,9529.0,1.0333333333333334,4746.833333333333,153.0,31.0,Black,,Black,regular
PERFORMANCE PULSATION CONTROL,2024-06-01,-2.5,6458.0,2.3,8156.166666666667,31.0,31.0,Black,,Black,regular
THE HENRY GROUP INC,2025-03-01,-2.9999999999999996,5092.0,5.033333333333334,10240.333333333334,28.0,31.0,Black,,Black,regular
CUSTOM MFG CO,2024-11-01,-4.0,18870.0,16.316666666666666,23872.833333333332,31.0,31.0,Black,,Black,regular
LONG INDUSTRIES INCORPORATED,2024-08-01,-4.4,24015.0,7.066666666666666,53210.666666666664,92.0,30.0,Black,,Black,regular
KANNON MANUFACTURING INC,2024-06-01,-5.1,6167.0,9.016666666666667,20914.166666666668,31.0,31.0,Black,,Black,regular
KNOTTSMITH CONSTRUCTION COMPAN,2025-05-01,-5.8999999999999995,7176.0,10.683333333333332,21851.666666666668,30.0,31.0,Black,,Black,regular
SHACKELFORD EQUIPMENT,2025-04-01,-11.1,31731.0,0.0,21154.0,274.0,30.0,Black,,Black,regular
PEERLESS MFG CO,2024-10-01,-11.8,13156.0,4.8500000000000005,11471.0,30.0,45.5,Black,,Black,sporadic
DYNACRAFT,2024-08-01,285.1,1170830.0,389.45,1861363.8333333333,31.0,31.0,Red,,Red,regular
IMPERIAL GROUP MANUFACTURING I ATTN: ACCOUNTS PAYABLE,2024-01-01,176.3,1099126.0,253.68333333333337,1570128.8333333333,31.0,31.0,Red,,Red,regular
IMPERIAL GROUP MANUFACTURING I ATTN: ACCOUNTS PAYABLE,2023-12-01,132.8,889488.0,263.5,1640169.5,30.0,31.0,Red,,Red,regular
IMPERIAL GROUP MANUFACTURING I ATTN: ACCOUNTS PAYABLE,2024-02-01,123.30000000000001,834974.0,224.9166666666667,1392624.6666666667,31.0,31.0,Red,,Red,regular
"MAYSTEEL PORTERS, LLC",2024-12-01,110.0,131024.0,171.88333333333335,181568.16666666666,30.0,31.0,Red,,Red,regular
IMPERIAL GROUP MANUFACTURING I ATTN: ACCOUNTS PAYABLE,2024-05-01,75.5,450016.0,108.41666666666667,711825.3333333334,30.0,31.0,Red,,Red,regular
MOTOR CONTROLS INC,2024-09-01,74.6,122505.0,119.73333333333333,177461.16666666666,31.0,31.0,Red,,Red,regular
ACS MANUFACTURING INC,2024-06-01,74.0,79783.0,89.60000000000001,155666.66666666666,31.0,30.0,Red,,Red,regular
PACKLESS INDUSTRIES ATTN ACCOUNTS PAYABLE,2024-07-01,70.0,116004.0,106.33333333333333,177659.33333333334,30.0,31.0,Red,,Red,regular
PACKLESS INDUSTRIES ATTN ACCOUNTS PAYABLE,2023-07-01,65.7,124124.0,96.35,171182.5,30.0,31.0,Red,,Red,regular
FEED YARD INDUSTRIAL SOLUTIONS,2024-09-01,58.0,165679.0,23.233333333333334,69255.33333333333,244.0,31.0,Red,,Red,regular
"TONGRUN INTERNATIONAL, LLC",2023-10-01,57.7,73773.0,62.94,107881.6,30.0,31.0,Red,,Red,regular
PETERBILT MOTORS,2023-11-01,55.4,133040.0,78.98333333333333,193929.0,31.0,31.0,Red,,Red,regular
"TONGRUN INTERNATIONAL, LLC",2023-12-01,50.8,75147.0,71.78333333333333,113321.16666666667,30.0,31.0,Red,,Red,regular
TRAULSEN & CO INC,2025-02-01,49.8,362057.0,77.96666666666667,458267.3333333333,31.0,31.0,Red,,Red,regular
ANCHOR FABRICATION-TN,2025-02-01,48.0,275103.0,69.35,383603.5,31.0,31.0,Red,,Red,regular
PETERBILT MOTORS,2024-08-01,46.7,113083.0,67.96666666666667,163600.16666666666,31.0,31.0,Red,,Red,regular
IMPERIAL GROUP MANUFACTURING I ATTN: ACCOUNTS PAYABLE,2025-06-01,41.1,126603.0,35.766666666666666,214023.5,31.0,31.0,Red,,Red,regular
TRAULSEN & CO INC,2025-04-01,40.4,212047.0,57.96666666666667,356145.5,31.0,31.0,Red,,Red,regular
LONGHORN FABRICATION & DESIGN,2024-12-01,40.1,43805.0,66.68333333333332,77568.0,30.0,31.0,Red,,Red,regular
TELECOM PRODUCTS INC,2024-08-01,40.0,34209.0,51.18333333333333,65253.5,31.0,31.0,Red,,Red,regular
PETERBILT MOTORS,2024-09-01,39.9,97638.0,62.349999999999994,150521.33333333334,31.0,31.0,Red,,Red,regular
R-5 METAL FABRICATORS,2025-04-01,37.0,51171.0,60.76666666666667,64236.666666666664,31.0,31.0,Red,,Red,regular
SUPREME CORP OF TEXAS DBA WABA,2025-01-01,36.3,44431.0,48.43333333333334,80798.83333333333,31.0,31.0,Red,,Red,regular
METAL SPECIALTIES INC,2024-09-01,36.0,60714.0,46.03333333333333,89296.83333333333,31.0,31.0,Red,,Red,regular
LONGHORN FABRICATION & DESIGN,2023-07-01,36.0,51179.0,51.0,83693.0,30.0,31.0,Red,,Red,regular
MFPHD MANUFACTURING,2024-05-01,35.5,42788.0,40.3,75206.0,30.0,31.0,Red,,Red,regular
METAL SPECIALTIES INC,2024-06-01,35.3,73734.0,51.333333333333336,109987.83333333333,31.0,31.0,Red,,Red,regular
Road Armor Industries LLC,2023-07-01,34.400000000000006,39602.0,47.800000000000004,59033.5,30.0,30.5,Red,,Red,regular
NIC GLOBAL MANUFACTURING SOLUT,2024-05-01,34.199999999999996,131367.0,51.0,157553.33333333334,30.0,31.0,Red,,Red,regular
MOTOR CONTROLS INC,2023-07-01,33.1,62519.0,65.5,105404.5,30.0,31.0,Red,,Red,regular
EAST TEXAS TRAILERS,2025-06-01,32.7,31600.0,26.46666666666667,21573.5,212.0,31.0,Red,,Red,regular
GST MANUFACTURING LTD,2025-04-01,31.8,43670.0,37.06666666666667,65663.83333333333,31.0,31.0,Red,,Red,regular
PLATINUM MANUFACTURING & MACHI,2025-02-01,31.5,35432.0,49.583333333333336,57204.333333333336,31.0,31.0,Red,,Red,regular
TRAULSEN & CO INC,2025-05-01,30.9,163555.0,49.54999999999999,295579.8333333333,30.0,31.0,Red,,Red,regular
METAL SPECIALTIES INC,2023-09-01,30.6,57851.0,34.975,97921.0,31.0,31.0,Red,,Red,regular
IMPERIAL GROUP MANUFACTURING I ATTN: ACCOUNTS PAYABLE,2024-10-01,29.4,190280.0,47.599999999999994,283533.6666666667,30.0,31.0,Red,,Red,regular
R-5 METAL FABRICATORS,2024-06-01,28.9,29887.0,36.15,43050.0,31.0,31.0,Red,,Red,regular
NIC GLOBAL MANUFACTURING SOLUT,2024-04-01,28.0,127701.0,52.916666666666664,158338.83333333334,31.0,31.0,Red,,Red,regular
NIC GLOBAL MANUFACTURING SOLUT,2024-06-01,27.6,120259.0,51.0,164133.16666666666,31.0,31.0,Red,,Red,regular
NIC GLOBAL MANUFACTURING SOLUT,2023-12-01,27.6,80780.0,44.85,144406.0,30.0,31.0,Red,,Red,regular
HERNCO FABRICATION & SERVICES,2025-05-01,27.6,59058.0,36.46666666666667,114150.33333333333,30.0,31.0,Red,,Red,regular
R-5 METAL FABRICATORS,2023-10-01,25.9,27466.0,39.0,45693.4,30.0,31.0,Red,,Red,regular
"NATURAL GAS FUEL SYSTEMS, INC  MOMENTUM FUEL TECHNOLOGIES",2023-12-01,25.5,105250.0,35.65,147685.5,122.0,31.0,Red,,Red,regular
MORTON INDUSTRIES,2024-06-01,25.4,39821.0,40.4,52899.333333333336,31.0,31.0,Red,,Red,regular
INNOVATION FIRST MFG,2025-05-01,25.4,31471.0,25.599999999999998,30424.666666666668,120.0,31.0,Red,,Red,regular
BULLOCH FABRICATING,2023-10-01,25.099999999999998,28685.0,31.119999999999997,44491.0,30.0,31.0,Red,,Red,regular
KOERBER SUPPLY CHAIN LLC DBA SIEMENS PARCEL LOGISTICS L,2024-01-01,25.0,39913.0,32.775,58184.75,31.0,31.0,Red,,Red,regular
"GLF INNOVATIONS,  LLC",2024-03-01,24.3,34586.0,30.380000000000003,54907.6,29.0,31.0,Red,,Red,regular
AMERICASE FAB & CONSTRUCTION L,2024-04-01,24.1,32722.0,13.333333333333334,27439.0,244.0,31.0,Red,,Red,regular
UNIVERSAL FABRICATING USA,2024-04-01,24.099999999999998,28088.0,32.71666666666666,41554.0,31.0,31.0,Red,,Red,regular
R-5 METAL FABRICATORS,2024-03-01,24.099999999999998,26445.0,40.36666666666667,48416.333333333336,29.0,31.0,Red,,Red,regular
LBW TURNER LLP,2024-03-01,23.900000000000002,31911.0,8.133333333333335,11738.333333333334,121.0,31.0,Red,,Red,regular
WRICO STAMPING CO OF TEXAS,2024-07-01,23.7,27913.0,28.599999999999998,51752.666666666664,30.0,31.0,Red,,Red,regular
MFPHD MANUFACTURING,2025-02-01,23.5,37543.0,29.2,64345.666666666664,31.0,31.0,Red,,Red,regular
R-5 METAL FABRICATORS,2024-05-01,23.4,29183.0,37.63333333333333,46234.166666666664,30.0,31.0,Red,,Red,regular
WHIP INDUSTRIES,2024-08-01,23.3,28435.0,39.583333333333336,39734.333333333336,31.0,31.0,Red,,Red,regular
EDGE FABRICATION,2023-10-01,23.3,26701.0,29.340000000000003,48924.6,30.0,31.0,Red,,Red,regular
EAST TEXAS TRAILERS,2024-07-01,23.2,18477.0,35.94,31530.4,30.0,31.0,Red,,Red,regular
PJ TRAILERS MFG INC,2023-09-01,23.0,126236.0,33.35,200735.5,92.0,92.0,Red,,Red,sporadic
DUTEC INC,2025-04-01,23.0,23440.0,21.375,20437.0,274.0,45.5,Red,,Red,sporadic
WHIP INDUSTRIES,2024-09-01,22.9,36543.0,40.00000000000001,41839.333333333336,31.0,31.0,Red,,Red,regular
LUNN MOTORSPORTS,2025-06-01,22.8,22495.0,31.3,33830.833333333336,31.0,31.0,Red,,Red,regular
BULLOCH FABRICATING,2024-10-01,22.6,31942.0,37.666666666666664,50269.166666666664,30.0,31.0,Red,,Red,regular
Road Armor Industries LLC,2023-11-01,22.200000000000003,27684.0,35.25,42941.333333333336,31.0,30.5,Red,,Red,regular
PJ TRAILERS MFG INC,2023-11-01,22.0,121116.0,29.566666666666666,174195.66666666666,61.0,92.0,Red,,Red,sporadic
EKJ ENT DBA COL MET SPRAY BOOT,2024-12-01,22.0,18896.0,5.8500000000000005,11047.666666666666,214.0,31.0,Red,,Red,regular
HERNCO FABRICATION & SERVICES,2023-09-01,21.8,45571.0,25.525000000000002,75721.5,31.0,31.0,Red,,Red,regular
AST MANUFACTURING,2025-04-01,21.7,42425.0,28.383333333333336,73129.0,31.0,31.0,Red,,Red,regular
"HAMAR INDUSTRIES, INC",2023-09-01,21.0,20565.0,16.275,38351.0,31.0,31.0,Red,,Red,regular
THE BIONIC WELDER LLC,2025-04-01,20.9,23509.0,32.416666666666664,31401.833333333332,31.0,31.0,Red,,Red,regular
MORTON INDUSTRIES,2024-10-01,20.8,27721.0,34.733333333333334,41538.166666666664,30.0,31.0,Red,,Red,regular
BULLOCH FABRICATING,2023-07-01,20.6,30567.0,36.2,52015.0,30.0,31.0,Red,,Red,regular
INNOVEX DOWNHOLE SOLUTIONS,2025-04-01,20.6,27836.0,22.55,27509.833333333332,212.0,31.0,Red,,Red,regular
GST MANUFACTURING LTD,2023-09-01,20.4,49222.0,17.75,77173.75,31.0,31.0,Red,,Red,regular
MORTON INDUSTRIES,2025-02-01,19.9,21642.0,35.31666666666667,39619.166666666664,31.0,31.0,Red,,Red,regular
METAL SPECIALTIES INC,2023-10-01,19.8,89835.0,31.939999999999998,96303.8,30.0,31.0,Red,,Red,regular
INNOVATIVE MACHINE & LASER LLC,2024-09-01,19.7,37104.0,29.916666666666668,53556.833333333336,31.0,31.0,Red,,Red,regular
LUNN MOTORSPORTS,2024-12-01,19.299999999999997,26161.0,27.8,32872.833333333336,30.0,31.0,Red,,Red,regular
UNIVERSAL FABRICATING USA,2024-03-01,19.1,20166.0,28.833333333333332,37282.333333333336,29.0,31.0,Red,,Red,regular
EAST TEXAS TRAILERS,2024-10-01,19.1,15128.0,32.01666666666667,26530.0,61.0,31.0,Red,,Red,regular
WICHITA TANK MFG INC,2024-10-01,19.0,69534.0,28.95,72190.0,122.0,31.0,Red,,Red,regular
"GLF INNOVATIONS,  LLC",2024-07-01,18.900000000000002,29086.0,27.183333333333334,45742.333333333336,30.0,31.0,Red,,Red,regular
STEEL AND PIPE SUPPLY CO. INC dba METALS 2 GO,2023-10-01,18.9,22733.0,12.0,44301.0,30.0,31.0,Red,,Red,regular
ALECOM METAL WORKS INC,2025-01-01,18.8,29378.0,24.0,47777.166666666664,31.0,31.0,Red,,Red,regular
SCOOR HOLDINGS LLC,2025-03-01,18.8,27527.0,16.23333333333333,20199.166666666668,151.0,31.0,Red,,Red,regular
NIC GLOBAL MANUFACTURING SOLUT,2024-08-01,18.7,56879.0,27.46666666666667,109701.33333333333,31.0,31.0,Red,,Red,regular
ISC Manufacturing,2024-05-01,18.7,43269.0,18.2,65943.66666666667,30.0,30.5,Red,,Red,regular
TEXAS HYDRAULICS INC,2024-05-01,18.6,63804.0,26.3,93450.5,30.0,31.0,Red,,Red,regular
WHIP INDUSTRIES,2024-05-01,18.3,21415.0,34.699999999999996,40049.166666666664,30.0,31.0,Red,,Red,regular
EDGE FABRICATION,2024-07-01,18.1,30909.0,24.75,49537.166666666664,30.0,31.0,Red,,Red,regular
INNOVATION FIRST MFG,2024-03-01,18.1,20476.0,25.46,30920.0,60.0,31.0,Red,,Red,regular
